"NCT","title_old","key","title","notes","decision","n_include","n_exclude","n_maybe","n_decisions","to_screen","final_decision","final_decision_conflict"
"NCT04274322","Identifying Critically-ill Patients With COVID-19 Who Will Benefit Most From Nutrition Support Therapy: Validation of the NUTRIC Nutritional Risk Assessment Tool (COV_NUTRIC); Identifying Critically-ill Patients With COVID-19 Who Will Benefit Most From Nutrition Support Therapy: Validation of the NUTRIC Nutritional Risk Assessment Tool","rayyan-325728249","Identifying Critically-ill Patients With COVID-19 Who Will Benefit Most From Nutrition Support Therapy: Validation of the NUTRIC Nutritional Risk Assessment Tool (COV_NUTRIC); Identifying Critically-ill Patients With COVID-19 Who Will Benefit Most From Nutrition Support Therapy: Validation of the NUTRIC Nutritional Risk Assessment Tool","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,validation,clinical score,multivariable analysis | USER-NOTES: {""Rex""=>[""DECISION: INCLUDE""]}","""Nicole""=>""Excluded"", ""Rex""=>""Included"", ""Rex""=>[""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT04359355","Development and Validation of a New Artificial Intelligence System for Automated Detection of Colorectal Polyps During Colonoscopy; Computer-aided Detection of Colorectal Polyps","rayyan-325728256","Development and Validation of a New Artificial Intelligence System for Automated Detection of Colorectal Polyps During Colonoscopy; Computer-aided Detection of Colorectal Polyps","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04366765","Coronavirus Disease 19 Survival - The COVIVA Study; COVID-19 Survival - The COVIVA Study","rayyan-325728257","Coronavirus Disease 19 Survival - The COVIVA Study; COVID-19 Survival - The COVIVA Study","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,validation,development,multiple designs","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04368481","Deep Learning for Identification of Abnormalities on Head MRI; MIDI (MR Imaging Abnormality Deep Learning Identification)","rayyan-325728258","Deep Learning for Identification of Abnormalities on Head MRI; MIDI (MR Imaging Abnormality Deep Learning Identification)","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,validation,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04371289","Cardiovascular Risk and Effects of Cardiovascular Drug Therapy During nCoV-19 Infection; Predictors of Cardiovascular Risk in Covid-19 Patients During Acute Disease and at Short Term Follow-up","rayyan-325728259","Cardiovascular Risk and Effects of Cardiovascular Drug Therapy During nCoV-19 Infection; Predictors of Cardiovascular Risk in Covid-19 Patients During Acute Disease and at Short Term Follow-up","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,validation,Development,development,multiple designs","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04371562","Predicting ICU Admission and Death for COVID-19 Patients in the Emergency Department. Comparison of Five Scoring Systems.; Predicting Death and ICU Admission in COVID-19 Patients in ED","rayyan-325728260","Predicting ICU Admission and Death for COVID-19 Patients in the Emergency Department. Comparison of Five Scoring Systems.; Predicting Death and ICU Admission in COVID-19 Patients in ED","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,validation,Development,clinical score","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04377685","Prediction of Clinical Course in COVID19 Patients Using Unsupervised Classification Approaches of Clinical; Biological and the Multiparametric Signature of the Chest CT Scan Performed at Admission; Prediction of Clinical Course in COVID19 Patients","rayyan-325728262","Prediction of Clinical Course in COVID19 Patients Using Unsupervised Classification Approaches of Clinical; Biological and the Multiparametric Signature of the Chest CT Scan Performed at Admission; Prediction of Clinical Course in COVID19 Patients","RAYYAN-INCLUSION: {""a.barnett""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnostic,Development,development | USER-NOTES: {""dn.borg""=>[""Limited info.""]}","""a.barnett""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""Limited info.""]",2,0,0,2,0,"Include","Include"
"NCT04420156","Clinical and Genetic Analysis of Retinopathy of Prematurity; Clinical and Genetic Analysis of ROP","rayyan-325728263","Clinical and Genetic Analysis of Retinopathy of Prematurity; Clinical and Genetic Analysis of ROP","RAYYAN-INCLUSION: {""a.barnett""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,diagnostic,Development,development","""a.barnett""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04425941","Artificial Intelligence Based Colorectal Polyp Histology Prediction by Using Narrow-band Imaging Magnifying Colonoscopy; Polyp Artificial Intelligence Study","rayyan-325728265","Artificial Intelligence Based Colorectal Polyp Histology Prediction by Using Narrow-band Imaging Magnifying Colonoscopy; Polyp Artificial Intelligence Study","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: diagnosis,diagnostic,validation,development","""Rex""=>""Included"", ""a.barnett""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04448353","Carotid Risk Prediction (CRISP) Consortium; Carotid Risk Prediction (CRISP) Consortium","rayyan-325728266","Carotid Risk Prediction (CRISP) Consortium; Carotid Risk Prediction (CRISP) Consortium","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""a.barnett""=>""Maybe""} | RAYYAN-LABELS: Prognosis,prognosis,development","""Nicole""=>""Included"", ""Rex""=>""Included"", ""a.barnett""=>""Maybe""",2,0,1,2,0,"Include","Include"
"NCT04449406","Early Detection of Pancreatic Adenocarcinoma (PDAC) Using a Panel of Biomarkers (UroPanc); Early Detection of Pancreatic Adenocarcinoma (PDAC) Using a Panel of Biomarkers","rayyan-325728267","Early Detection of Pancreatic Adenocarcinoma (PDAC) Using a Panel of Biomarkers (UroPanc); Early Detection of Pancreatic Adenocarcinoma (PDAC) Using a Panel of Biomarkers","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnostic,development","""Rex""=>""Included"", ""a.barnett""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04451252","Observational Prospective Single Centre Study of the Response to Interventional Pain Management Techniques in Chronic Low Back Pain in Adults. 1 and 6 Months Follow-up. Multivariate Analysis of Predictors of Response. Predictive Model.; Predicting Response to Interventional Pain Management Techniques in Chronic Low Back Pain in a Prospective Cohort.","rayyan-325728268","Observational Prospective Single Centre Study of the Response to Interventional Pain Management Techniques in Chronic Low Back Pain in Adults. 1 and 6 Months Follow-up. Multivariate Analysis of Predictors of Response. Predictive Model.; Predicting Response to Interventional Pain Management Techniques in Chronic Low Back Pain in a Prospective Cohort.","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: Prognosis,diagnostic,development,multiple designs | USER-NOTES: {""a.barnett""=>[""does say that a prediction model will only be developed if they find predictors, but I still included this as the general thrust is to create a diagnostic model""]}","""Rex""=>""Included"", ""a.barnett""=>""Included"", ""a.barnett""=>[""does say that a prediction model will only be developed if they find predictors, but I still included this as the general thrust is to create a diagnostic model""]",2,0,0,2,0,"Include","Include"
"NCT04466059","A Case-Control Study To Determine The Suitability Of Artificial Intelligence For Leukemia Diagnostics; Better Leukemia Diagnostics Through AI (BELUGA)","rayyan-325728270","A Case-Control Study To Determine The Suitability Of Artificial Intelligence For Leukemia Diagnostics; Better Leukemia Diagnostics Through AI (BELUGA)","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: diagnosis,diagnostic,validation,development","""Rex""=>""Included"", ""a.barnett""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04490005","Outcome pRognostication of Acute Brain Injury With the NeuroloGical Pupil; Outcome pRognostication of Acute Brain Injury With the NeuroloGical Pupil indEx","rayyan-325728271","Outcome pRognostication of Acute Brain Injury With the NeuroloGical Pupil; Outcome pRognostication of Acute Brain Injury With the NeuroloGical Pupil indEx","RAYYAN-INCLUSION: {""Rex""=>""Excluded"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: diagnostic,prognostic,development | USER-NOTES: {""Rex""=>[""DECISION: INCLUDE""]}","""Rex""=>""Excluded"", ""a.barnett""=>""Included"", ""Rex""=>[""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT04493710","Retrospective Analysis of Sarcopenia in Older Patients Undergoing Laparotomy-; Retrospective Analysis of Sarcopenia in Older Patients Undergoing Laparotomy","rayyan-325728272","Retrospective Analysis of Sarcopenia in Older Patients Undergoing Laparotomy-; Retrospective Analysis of Sarcopenia in Older Patients Undergoing Laparotomy","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04495192","Clinical; Neurophysiological and Genetical Predictors of Consciousness Recovery and Functional Outcomes After Severe Acquired Brain Injuries; Predictors of Better Outcomes After Severe Acquired Brain Injuries","rayyan-325728273","Clinical; Neurophysiological and Genetical Predictors of Consciousness Recovery and Functional Outcomes After Severe Acquired Brain Injuries; Predictors of Better Outcomes After Severe Acquired Brain Injuries","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04524637","The Utility of Thromboelastography for Predicting the Risk of Coagulation-Related Damages Secondary to Traumatic Brain Injury; The Utility of Thromboelastography in Traumatic Brain Injury","rayyan-325728276","The Utility of Thromboelastography for Predicting the Risk of Coagulation-Related Damages Secondary to Traumatic Brain Injury; The Utility of Thromboelastography in Traumatic Brain Injury","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: prognostic,development | USER-NOTES: {""a.barnett""=>[""Was a short description and could be an exclude based on not enough information. But leaned enough towards a diagnostic model for me to include it.""], ""Nicole""=>[""written in past and present tense, hard to know if included! may be a conflict""]}","""Nicole""=>""Included"", ""a.barnett""=>""Included"", ""a.barnett""=>[""Was a short description and could be an exclude based on not enough information. But leaned enough towards a diagnostic model for me to include it.""], ""Nicole""=>[""written in past and present tense, hard to know if included! may be a conflict""]",2,0,0,2,0,"Include","Include"
"NCT04551287","A Clinically Applicable Cervical Cancer Artificial Intelligence Screening System for Accurate Cytopathological Diagnosis; A Clinically Applicable Cervical Cancer Artificial Intelligence Screening System for Accurate Cytopathological Diagnosis","rayyan-325728277","A Clinically Applicable Cervical Cancer Artificial Intelligence Screening System for Accurate Cytopathological Diagnosis; A Clinically Applicable Cervical Cancer Artificial Intelligence Screening System for Accurate Cytopathological Diagnosis","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: diagnosis,diagnostic,validation,development","""Rex""=>""Included"", ""a.barnett""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT04577105","Risk Factors; Prognosis and Findings by Computed Tomography in Patients Infected by COVID-19 and Its Association With Severity.; Risk Factors and Computed Tomography Findings in COVID-19.","rayyan-325728278","Risk Factors; Prognosis and Findings by Computed Tomography in Patients Infected by COVID-19 and Its Association With Severity.; Risk Factors and Computed Tomography Findings in COVID-19.","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Included""} | RAYYAN-LABELS: Prognosis,validation,multivariable analysis | USER-NOTES: {""Rex""=>[""DECISION: INCLUDE""]}","""Nicole""=>""Excluded"", ""Rex""=>""Included"", ""Rex""=>[""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT04579237","Development and Evaluation of Techniques for Computer Aided Detection and Diagnosis From Existing Radiologic Images; Development and Evaluation of Techniques for Computer Aided Detection and Diagnosis From Existing Radiologic Images","rayyan-325728279","Development and Evaluation of Techniques for Computer Aided Detection and Diagnosis From Existing Radiologic Images; Development and Evaluation of Techniques for Computer Aided Detection and Diagnosis From Existing Radiologic Images","RAYYAN-INCLUSION: {""Rex""=>""Included"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: diagnosis,diagnostic,development | USER-NOTES: {""a.barnett""=>[""Poorly described. Was not completely clear that it should be included, but I was certain enough to include it.""]}","""Rex""=>""Included"", ""a.barnett""=>""Included"", ""a.barnett""=>[""Poorly described. Was not completely clear that it should be included, but I was certain enough to include it.""]",2,0,0,2,0,"Include","Include"
"NCT04580017","Prognostic Accuracy of the HEART Score in Undifferentiated Chest Pain: A Multicenter Validation Study; Prognostic Accuracy of the HEART Score in Undifferentiated Chest Pain: A Multicenter Validation Study","rayyan-325728280","Prognostic Accuracy of the HEART Score in Undifferentiated Chest Pain: A Multicenter Validation Study; Prognostic Accuracy of the HEART Score in Undifferentiated Chest Pain: A Multicenter Validation Study","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: diagnostic,validation | USER-NOTES: {""Rex""=>[""DISCUSSED - DECISION:REVISIT""], ""Nicole""=>[""DECISION: INCLUDE""]}","""Nicole""=>""Excluded"", ""a.barnett""=>""Included"", ""Rex""=>[""DISCUSSED - DECISION:REVISIT""], ""Nicole""=>[""DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT04597580","Personalised Disease Monitoring During Treatment With an Aromatase Inhibitor + Cyclin Dependent Kinase (CDK) 4/6 Inhibitor as 1st Line Endocrine Therapy in Patients With ER-positive/HER2-negative Metastatic Breast Cancer; Personalised Disease Monitoring in Metastatic Breast Cancer","rayyan-325728281","Personalised Disease Monitoring During Treatment With an Aromatase Inhibitor + Cyclin Dependent Kinase (CDK) 4/6 Inhibitor as 1st Line Endocrine Therapy in Patients With ER-positive/HER2-negative Metastatic Breast Cancer; Personalised Disease Monitoring in Metastatic Breast Cancer","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""a.barnett""=>""Excluded""} | RAYYAN-LABELS: prognosis,development,multiple designs | RAYYAN-EXCLUSION-REASONS: wrong outcome,not direct health outcome | USER-NOTES: {""Rex""=>[""DISCUSSED - DECISION: INCLUDE""]}","""Nicole""=>""Included"", ""a.barnett""=>""Excluded"", ""Rex""=>[""DISCUSSED - DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
