"key","title_old","key","title","notes","decision","n_include","n_exclude","n_maybe","n_decisions","to_screen","final_decision","final_decision_conflict"
"NCT03315234","Correlation of Genetic Polymorphisms and Clinical Parameters With the Complexity of Coronary Artery Disease in the Greek Population; Correlation of Genetic Polymorphisms and Clinical Parameters With the Complexity of Coronary Artery Disease","rayyan-325727848","Correlation of Genetic Polymorphisms and Clinical Parameters With the Complexity of Coronary Artery Disease in the Greek Population; Correlation of Genetic Polymorphisms and Clinical Parameters With the Complexity of Coronary Artery Disease","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: diagnostic,development,multiple designs","""Nicole""=>""Included"", ""a.barnett""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03317691","Automatic Diagnosis of ST-segment Elevated Myocardial Infarction by Artificial Intelligence-based Electrocardiographic System:The ALERT-Pilot Study; The ALERT-Pilot Study","rayyan-325727849","Automatic Diagnosis of ST-segment Elevated Myocardial Infarction by Artificial Intelligence-based Electrocardiographic System:The ALERT-Pilot Study; The ALERT-Pilot Study","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: diagnostic,development | USER-NOTES: {""a.barnett""=>[""\""All the electrocardiograms done before coronary arteriography were read by artificial intelligent\""""], ""Nicole""=>[""so badly described have no idea what they are planning to do!""], ""Rex""=>[""DISCUSSED - DECISION:INCLUDE""]}","""Nicole""=>""Excluded"", ""a.barnett""=>""Included"", ""a.barnett""=>[""\""All the electrocardiograms done before coronary arteriography were read by artificial intelligent\""""], ""Nicole""=>[""so badly described have no idea what they are planning to do!""], ""Rex""=>[""DISCUSSED - DECISION:INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT03330769","Ultrasound in PSoriatic Arthritis TREAtMent - UPSTREAM; Ultrasound in Psoriatic Arthritis Treatment","rayyan-325727850","Ultrasound in PSoriatic Arthritis TREAtMent - UPSTREAM; Ultrasound in Psoriatic Arthritis Treatment","RAYYAN-INCLUSION: {""a.barnett""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognostic,Development,development,multiple designs","""a.barnett""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03336463","Prediction of Recurrent Pregnancy Loss by a New Thrombophilia Based Genetic Risk Score; Prediction of Recurrent Pregnancy Loss by a New Thrombophilia Based Genetic Risk Score","rayyan-325727851","Prediction of Recurrent Pregnancy Loss by a New Thrombophilia Based Genetic Risk Score; Prediction of Recurrent Pregnancy Loss by a New Thrombophilia Based Genetic Risk Score","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: diagnostic,development | USER-NOTES: {""Rex""=>[""DISCUSSED - DECISION: INCLUDE""]}","""Nicole""=>""Excluded"", ""a.barnett""=>""Included"", ""Rex""=>[""DISCUSSED - DECISION: INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT03355391","Implementation of a Data System to Better Characterize Brazilian Colorectal Cancer Screening Population; Characterization of Brazilian Colorectal Cancer Screening Population","rayyan-325727852","Implementation of a Data System to Better Characterize Brazilian Colorectal Cancer Screening Population; Characterization of Brazilian Colorectal Cancer Screening Population","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: diagnostic,validation,development","""Nicole""=>""Included"", ""a.barnett""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03362346","Analysis of Physiological Signals From Neurocritical Patients in Intensive Care Units Using Wavelet Transform and Deep Learning; Signal Analysis for Neurocritical Patients","rayyan-325727853","Analysis of Physiological Signals From Neurocritical Patients in Intensive Care Units Using Wavelet Transform and Deep Learning; Signal Analysis for Neurocritical Patients","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: diagnostic,development | USER-NOTES: {""a.barnett""=>[""Interesting debate about this one on pubpeer https://pubpeer.com/publications/46ACDD49DFA0EC6C961CC22E331924""]}","""Nicole""=>""Included"", ""a.barnett""=>""Included"", ""a.barnett""=>[""Interesting debate about this one on pubpeer https://pubpeer.com/publications/46ACDD49DFA0EC6C961CC22E331924""]",2,0,0,2,0,"Include","Include"
"NCT03414853","Prospective Study of a Free-text Diagnosis Prediction Algorithm for Appendicitis in the Emergency Department; Free Text Prediction Algorithm for Appendicitis","rayyan-325727854","Prospective Study of a Free-text Diagnosis Prediction Algorithm for Appendicitis in the Emergency Department; Free Text Prediction Algorithm for Appendicitis","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: diagnostic,development,multiple designs","""Nicole""=>""Included"", ""a.barnett""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03427489","A Biorepository for Discovering Novel Biochemical and Genetic Markers of Coronary Heart Disease in Qatar (QCBio); A Biorepository for Coronary Heart Disease in Qatar","rayyan-325727855","A Biorepository for Discovering Novel Biochemical and Genetic Markers of Coronary Heart Disease in Qatar (QCBio); A Biorepository for Coronary Heart Disease in Qatar","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""a.barnett""=>""Excluded""}","""Nicole""=>""Excluded"", ""a.barnett""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT03428061","The ZWOlle Transmural Integrated Care for CArdiovaScular Risk Management Study; The ZWOlle Transmural Integrated Care for CArdiovaScular Risk Management Study","rayyan-325727856","The ZWOlle Transmural Integrated Care for CArdiovaScular Risk Management Study; The ZWOlle Transmural Integrated Care for CArdiovaScular Risk Management Study","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""a.barnett""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: clinical trial","""Nicole""=>""Excluded"", ""a.barnett""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT03438279","Projecting Survival for Patients Treated With First-Line Ipilimumab-Nivolumab Combination Therapy Using a Prognostic Model and Cost Per Responder Model of Ipilimumab-Nivolumab Combination Therapy; Survival Study for Participants Treated With Ipilimumab-Nivolumab Combination Therapy","rayyan-325727857","Projecting Survival for Patients Treated With First-Line Ipilimumab-Nivolumab Combination Therapy Using a Prognostic Model and Cost Per Responder Model of Ipilimumab-Nivolumab Combination Therapy; Survival Study for Participants Treated With Ipilimumab-Nivolumab Combination Therapy","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""a.barnett""=>""Excluded"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: Prognosis,Development | RAYYAN-EXCLUSION-REASONS: multiple variable model | USER-NOTES: {""Nicole""=>[""systematic review""]}","""Nicole""=>""Excluded"", ""a.barnett""=>""Excluded"", ""dn.borg""=>""Maybe"", ""Nicole""=>[""systematic review""]",0,2,1,2,0,"Exclude","Exclude"
"NCT03443505","Pilot Feasibility Study to Determine the Clinical Effectiveness of Neural Respiratory Drive (NRD) to Predict COPD Exacerbations at Home.; NRD to Predict COPD Exacerbations at Home","rayyan-325727858","Pilot Feasibility Study to Determine the Clinical Effectiveness of Neural Respiratory Drive (NRD) to Predict COPD Exacerbations at Home.; NRD to Predict COPD Exacerbations at Home","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe""} | USER-NOTES: {""dn.borg""=>[""Is this the wrong study setting? does it have to be in the hospital?""]}","""Nicole""=>""Excluded"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""Is this the wrong study setting? does it have to be in the hospital?""]",0,2,1,2,0,"Exclude","Exclude"
"NCT03451734","Optimizing and Individualizing the Pharmacological Treatment of First-episode Schizophrenic Patients; Optimizing and Individualizing the Pharmacological Treatment of First-episode Schizophrenic Patients","rayyan-325727859","Optimizing and Individualizing the Pharmacological Treatment of First-episode Schizophrenic Patients; Optimizing and Individualizing the Pharmacological Treatment of First-episode Schizophrenic Patients","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,validation,Development,development,multiple designs","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03474341","Preoperative Image-guided Identification of Response to Neoadjuvant Chemoradiotherapy in Esophageal Cancer; Preoperative Image-guided Identification of Response to Neoadjuvant Chemoradiotherapy in Esophageal Cancer","rayyan-325727860","Preoperative Image-guided Identification of Response to Neoadjuvant Chemoradiotherapy in Esophageal Cancer; Preoperative Image-guided Identification of Response to Neoadjuvant Chemoradiotherapy in Esophageal Cancer","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: Prognosis,Development,development","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""",2,0,1,2,0,"Include","Include"
"NCT03475745","The Usage of High-resolution Magnetic Resonance Imaging in Patients With Post-stroke Aphasia for Predicting the Outcome; The Usage of High-resolution Magnetic Resonance Imaging in Patients With Post-stroke Aphasia for Predicting the Outcome","rayyan-325727861","The Usage of High-resolution Magnetic Resonance Imaging in Patients With Post-stroke Aphasia for Predicting the Outcome; The Usage of High-resolution Magnetic Resonance Imaging in Patients With Post-stroke Aphasia for Predicting the Outcome","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: Diagnostic,Development","""Nicole""=>""Excluded"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe""",0,2,1,2,0,"Exclude","Exclude"
"NCT03509454","PeRsOnalising Treatment Of Diabetic Nephropathy: From Albuminuria to Multidimensional Characterisation of Diabetic Nephropathy - a Cross-sectional Study; PeRsOnalising Treatment Of Diabetic Nephropathy:","rayyan-325727862","PeRsOnalising Treatment Of Diabetic Nephropathy: From Albuminuria to Multidimensional Characterisation of Diabetic Nephropathy - a Cross-sectional Study; PeRsOnalising Treatment Of Diabetic Nephropathy:","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""a.barnett""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: multiple variable model","""Nicole""=>""Excluded"", ""a.barnett""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT03513900","Non-invasive Methods to Predict Portal Hypertensive Gastropathy in Patients With Cirrhosis; Non-invasive Methods to Predict PHG in Cirrhosis","rayyan-325727863","Non-invasive Methods to Predict Portal Hypertensive Gastropathy in Patients With Cirrhosis; Non-invasive Methods to Predict PHG in Cirrhosis","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: diagnostic,development","""Nicole""=>""Included"", ""a.barnett""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03513926","Molecular Profile of Cardiovascular Risk in Obstructive Sleep Apnea Patients: Personalized Predictive Model.; Molecular Profile of Cardiovascular Risk in Obstructive Sleep Apnea Patients: Personalized Predictive Model.","rayyan-325727864","Molecular Profile of Cardiovascular Risk in Obstructive Sleep Apnea Patients: Personalized Predictive Model.; Molecular Profile of Cardiovascular Risk in Obstructive Sleep Apnea Patients: Personalized Predictive Model.","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""a.barnett""=>""Maybe"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development,multiple designs","""Nicole""=>""Included"", ""a.barnett""=>""Maybe"", ""dn.borg""=>""Included""",2,0,1,2,0,"Include","Include"
"NCT03517306","PET/CTbased Radiomics for Lung Cancer (PERL): a Retrospective Multi-center Study; PET/CT Based Radiomics for Lung Cancer (PERL)","rayyan-325727865","PET/CTbased Radiomics for Lung Cancer (PERL): a Retrospective Multi-center Study; PET/CT Based Radiomics for Lung Cancer (PERL)","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: prognostic,validation,development","""Nicole""=>""Included"", ""a.barnett""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03552497","The Potential of Radiomics to Differentiate Between Malignant and Benign Bosniak 3 Renal Cysts.; The Potential of Radiomics to Differentiate Between Malignant and Benign Bosniak 3 Renal Cysts.","rayyan-325727866","The Potential of Radiomics to Differentiate Between Malignant and Benign Bosniak 3 Renal Cysts.; The Potential of Radiomics to Differentiate Between Malignant and Benign Bosniak 3 Renal Cysts.","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: diagnostic,development | USER-NOTES: {""Rex""=>[""DISCUSSED - DECISION:INCLUDE""]}","""Nicole""=>""Excluded"", ""a.barnett""=>""Included"", ""Rex""=>[""DISCUSSED - DECISION:INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT03600051","Phonokardiographie Bei Erwachsenen; Automated Phonocardiography Analysis in Adults","rayyan-325727867","Phonokardiographie Bei Erwachsenen; Automated Phonocardiography Analysis in Adults","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: diagnostic,development | USER-NOTES: {""Rex""=>[""DISCUSSED - DECISION:INCLUDE""]}","""Nicole""=>""Excluded"", ""a.barnett""=>""Included"", ""Rex""=>[""DISCUSSED - DECISION:INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT03601065","Computer Assisted Detection & Selection of Serrated Adenomas and Neoplastic Polyps - a New Clinical DRAft; Computer Assisted Detection & Selection of Serrated Adenomas and Neoplastic Polyps - a New Clinical DRAft","rayyan-325727868","Computer Assisted Detection & Selection of Serrated Adenomas and Neoplastic Polyps - a New Clinical DRAft; Computer Assisted Detection & Selection of Serrated Adenomas and Neoplastic Polyps - a New Clinical DRAft","RAYYAN-INCLUSION: {""a.barnett""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,diagnostic,Development,development","""a.barnett""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03601767","Derivation and Validation of a Prognostic Model for Septic Patients at Hospital Admission; Derivation and Validation of a Prognostic Model for Septic Patients at Hospital Admission","rayyan-325727869","Derivation and Validation of a Prognostic Model for Septic Patients at Hospital Admission; Derivation and Validation of a Prognostic Model for Septic Patients at Hospital Admission","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: Prognosis,validation,Development,development | USER-NOTES: {""dn.borg""=>[""Not enough info.""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""Not enough info.""]",2,0,1,2,0,"Include","Include"
"NCT03616418","Ankle Brachial Index Combined With Serum Uric Acid Levels Improve Prediction All Cause Mortality and Cardiovascular Mortality in the Elderly Chinese Population; Ankle Brachial Index Combined With Serum Uric Acid Levels Improve Prediction All Cause Mortality and Cardiovascular Mortality in the Elderly Chinese Population","rayyan-325727870","Ankle Brachial Index Combined With Serum Uric Acid Levels Improve Prediction All Cause Mortality and Cardiovascular Mortality in the Elderly Chinese Population; Ankle Brachial Index Combined With Serum Uric Acid Levels Improve Prediction All Cause Mortality and Cardiovascular Mortality in the Elderly Chinese Population","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""a.barnett""=>""Maybe"", ""dn.borg""=>""Excluded""} | RAYYAN-LABELS: prognosis,development | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""a.barnett""=>[""Hard to say for sure. Leaning towards include, but it does sound like a multiple variable model too.""], ""Rex""=>[""DECISION:EXCLUDE. LIMITED INFO""]}","""Nicole""=>""Included"", ""a.barnett""=>""Maybe"", ""dn.borg""=>""Excluded"", ""a.barnett""=>[""Hard to say for sure. Leaning towards include, but it does sound like a multiple variable model too.""], ""Rex""=>[""DECISION:EXCLUDE. LIMITED INFO""]",1,1,1,2,0,"Exclude","Exclude"
