,NCT,PMID,title,prob_adj,match,protocol,biomarker,mutivariable,other
440,NCT03935360,35622365,Comparison of Risk Scores for Lower Gastrointestinal Bleeding: A Systematic Review and Meta-analysis.,0.810532783,,,,,
441,NCT03935360,32633766,External Validation of the Oakland Score to Assess Safe Hospital Discharge Among Adult Patients With Acute Lower Gastrointestinal Bleeding in the US.,0.066262891,,,,,
442,NCT03932500,33685640,Associations of On-arrival Vital Signs with 24-hour In-hospital Mortality in Adult Trauma Patients Admitted to Four Public University Hospitals in Urban India: A Prospective Multi-Centre Cohort Study.,0.106883502,,,,,
443,NCT03932500,27667119,Validation of international trauma scoring systems in urban trauma centres in India.,0.057885287,,,,,
444,NCT03915925,35748352,Electrocardiographic findings associated with early clinical deterioration in acute pulmonary embolism.,0.945133096,,,,,
445,NCT03911323,33540169,Detection of Diabetic Retinopathy from Ultra-Widefield Scanning Laser Ophthalmoscope Images: A Multicenter Deep Learning Analysis.,0.063546976,,,,,
446,NCT03911297,32845813,The Role of Visceral Adiposity Index as Predictor of Metabolic Syndrome in Obese and Nonobese Women with Polycystic Ovary Syndrome.,0.055072499,,,,,
447,NCT03885570,35704724,Associations of Postoperative Hemoglobin Level and Clinical Outcomes in Patients Undergoing Mitral Valve Surgery.,0.321625999,,,,,
448,NCT03880110,35610195,Association between urine microscopy and severe acute kidney injury in critically ill patients following non-cardiac surgery: a prospective cohort study.,0.818167312,,,,,
449,NCT03880110,31399964,How Acute Kidney Injury Contributes to Renal Fibrosis.,0.349300882,,,,,
450,NCT03880110,31203271,Biomarker Predictors of Adverse Acute Kidney Injury Outcomes in Critically Ill Patients: The Dublin Acute Biomarker Group Evaluation Study.,0.235236727,,,,,
451,NCT03880110,23531299,Diagnostic accuracy of early urinary index changes in differentiating transient from persistent acute kidney injury in critically ill patients: multicenter cohort study.,0.194399758,,,,,
452,NCT03880110,26220246,Sepsis may not be a risk factor for mortality in patients with acute kidney injury treated with continuous renal replacement therapy.,0.131071175,,,,,
453,NCT03880110,26275521,Acute Kidney Injury in Patients Undergoing Open Abdominal Aortic Aneurysm Repair: A Pilot Observational Trial.,0.129921288,,,,,
454,NCT03880110,30883453,Delta Neutrophil Index for the Prediction of the Development of Sepsis-Induced Acute Kidney Injury in the Emergency Department.,0.108569385,,,,,
455,NCT03880110,30883453,Delta Neutrophil Index for the Prediction of the Development of Sepsis-Induced Acute Kidney Injury in the Emergency Department.,0.108569385,,,,,
456,NCT03880110,33857535,"Biomarkers of Kidney Tubule Health, CKD Progression, and Acute Kidney Injury in SPRINT (Systolic Blood Pressure Intervention Trial) Participants.",0.077567944,,,,,
457,NCT03880110,33857535,"Biomarkers of Kidney Tubule Health, CKD Progression, and Acute Kidney Injury in SPRINT (Systolic Blood Pressure Intervention Trial) Participants.",0.077567944,,,,,
458,NCT03880110,17699307,Timing of initiation of dialysis in critically ill patients with acute kidney injury.,0.063383864,,,,,
459,NCT03858088,33112390,Development and Validation of a Comprehensive Model to Estimate Early Allograft Failure Among Patients Requiring Early Liver Retransplant.,0.511903778,,,,,
460,NCT03855436,34431450,Cardiac CT findings in patients with family history of premature CAD: an observational study.,0.130648787,,,,,
461,NCT03855436,35391840,Diagnostic Performance of CT FFR With a New Parameter Optimized Computational Fluid Dynamics Algorithm From the CT-FFR-CHINA Trial: Characteristic Analysis of Gray Zone Lesions and Misdiagnosed Lesions.,0.826391824,,,,,
462,NCT03855436,35433861,Jailed Balloon Technique Is Superior to Jailed Wire Technique in Reducing the Rate of Side Branch Occlusion: Subgroup Analysis of the Conventional Versus Intentional StraTegy in Patients With High Risk PrEdiction of Side Branch OccLusion in Coronary Bifurcation InterVEntion Trial.,0.940525685,,,,,
463,NCT03855436,31422138,CT FFR for Ischemia-Specific CAD With a New Computational Fluid Dynamics Algorithm: A Chinese Multicenter Study.,0.116320196,,,,,
464,NCT03855436,32057706,Head-to-head comparison of prognostic accuracy in patients undergoing noncardiac surgery of dobutamine stress echocardiography versus computed tomography coronary angiography (PANDA trial): A prospective observational study.,0.064528061,,,,,
465,NCT03855436,33822922,Immediate post-procedural functional assessment of percutaneous coronary intervention: current evidence and future directions.,0.15816421,,,,,
466,NCT03855436,34569467,The Effect of a WeChat-Based Tertiary A-Level Hospital Intervention on Medication Adherence and Risk Factor Control in Patients With Stable Coronary Artery Disease: Multicenter Prospective Study.,0.688393345,,,,,
467,NCT03855436,35110321,Role of cardiac CT in the diagnostic evaluation and risk stratification of patients with myocardial infarction and non-obstructive coronary arteries (MINOCA): rationale and design of the MINOCA-GR study.,0.096651958,,,,,
468,NCT03855436,33040580,Prognostic Value of Quantitative Flow Ratio Based Functional SYNTAX Score in Patients With Left Main or Multivessel Coronary Artery Disease.,0.406472742,,,,,
469,NCT03842748,35713854,Endoscopic Bariatric Treatment with Duodenal-Jejunal Bypass Liner Improves Non-invasive Markers of Non-alcoholic Steatohepatitis.,0.135588698,,,,,
470,NCT03842748,34292372,HBeAg-positive patients with HBsAg  < 100 IU/mL and negative HBV RNA have lower risk of virological relapse after nucleos(t)ide analogues cessation.,0.401981237,,,,,
471,NCT03842748,35058147,Derivation and validation of the nonalcoholic fatty liver disease cirrhosis score (NCS) to distinguish bridging fibrosis from cirrhosis.,0.195049322,,,,,
472,NCT03842748,33010471,Dysregulated lipid metabolism links NAFLD to cardiovascular disease.,0.17772569,,,,,
473,NCT03842748,34032030,Severe Phenotype of Non-alcoholic Fatty Liver Disease in Pediatric Patients with Subclinical Hypothyroidism: a Retrospective Multicenter Study from Korea.,0.115989904,,,,,
474,NCT03842748,33268036,Modified AST to platelet ratio index improves APRI and better predicts advanced fibrosis and liver cirrhosis in patients with non-alcoholic fatty liver disease.,0.112042812,,,,,
475,NCT03842748,33908180,Machine learning algorithm outperforms fibrosis markers in predicting significant fibrosis in biopsy-confirmed NAFLD.,0.093466328,,,,,
476,NCT03842748,34811578,NAFLD and NASH: The Metabolically Diseased Liver.,0.086558456,,,,,
477,NCT03842748,35063601,Non-invasive tests accurately stratify patients with NAFLD based on their risk of liver-related events.,0.077734043,,,,,
478,NCT03842748,34944452,Digital Pathology Enables Automated and Quantitative Assessment of Inflammatory Activity in Patients with Chronic Liver Disease.,0.057836725,,,,,
479,NCT03842748,35477908,The steatosis-associated fibrosis estimator (SAFE) score: A tool to detect low-risk NAFLD in primary care.,0.057301764,,,,,
480,NCT03842748,34454994,"Comparison of ADAPT, FIB-4 and APRI as non-invasive predictors of liver fibrosis and NASH within the CENTAUR screening population.",0.056932105,,,,,
481,NCT03842748,33999371,The predictive role of parathyroid hormone for non-alcoholic fatty liver disease based on invasive and non-invasive findings in candidates of bariatric surgery.,0.05591848,,,,,
482,NCT03842748,34746195,Liver Fibrosis and MAFLD: From Molecular Aspects to Novel Pharmacological Strategies.,0.053285265,,,,,
483,NCT03842748,34986792,"Relationship of circulating total bilirubin, UDP-glucuronosyltransferases 1A1 and the development of non-alcoholic fatty liver disease: a cross-sectional study.",0.052643788,,,,,
484,NCT03842748,34914039,Endoscopic sleeve gastroplasty - minimally invasive treatment for non-alcoholic fatty liver disease and obesity.,0.052556491,,,,,
485,NCT03834792,31707288,SIESTA - Home sleep study with BresoDx for obstructive sleep apnea: a randomized controlled trial.,0.068917533,,,,,
486,NCT03828396,34487783,A Multilocus Blood-Based Assay Targeting Circulating Tumor DNA Methylation Enables Early Detection and Early Relapse Prediction of Colorectal Cancer.,0.974204171,,,,,
487,NCT03795181,33627492,Development and Validation of Machine Learning-based Model for the Prediction of Malignancy in Multiple Pulmonary Nodules: Analysis from Multicentric Cohorts.,0.532254984,,,,,
488,NCT03791840,35839331,Development of a deep learning-based nomogram for predicting lymph node metastasis in cervical cancer: A multicenter study.,0.085576762,,,,,
489,NCT03791840,35970595,"Clinical evaluation of the first domestically produced generic isosulfan blue injection in sentinel lymph node biopsy for early breast cancer in China: a multicenter, single-arm, open validation trial (CSBrS-024).",0.321202292,,,,,
490,NCT03791840,32482174,Using the axillary reverse mapping technique to screen breast cancer patients with a high risk of lymphedema.,0.073708973,,,,,
491,NCT03791840,32482174,Using the axillary reverse mapping technique to screen breast cancer patients with a high risk of lymphedema.,0.073708973,,,,,
492,NCT03791840,32482174,Using the axillary reverse mapping technique to screen breast cancer patients with a high risk of lymphedema.,0.073708973,,,,,
493,NCT03764124,23896555,"Early-onset anemia after kidney transplantation is an independent factor for graft loss: a multicenter, observational cohort study.",0.054656005,,,,,
494,NCT03764124,25556173,Subclinical Rejection Phenotypes at 1 Year Post-Transplant and Outcome of Kidney Allografts.,0.05095988,,,,,
495,NCT03764124,33323474,Assessment of the Utility of Kidney Histology as a Basis for Discarding Organs in the United States: A Comparison of International Transplant Practices and Outcomes.,0.949696566,,,,,
496,NCT03764124,20703178,"Favorable outcomes with machine perfusion and longer pump times in kidney transplantation: a single-center, observational study.",0.082642164,,,,,
497,NCT03764124,29799874,Complement-activating donor-specific anti-HLA antibodies and solid organ transplant survival: A systematic review and meta-analysis.,0.938526634,,,,,
498,NCT03764124,32732615,The Monitoring of Donor-derived Cell-free DNA in Kidney Transplantation.,0.075279738,,,,,
499,NCT03764124,33720033,Transition of Renal Patients Using AlloSure Into Community Kidney Care (TRACK): Protocol for Long-Term Allograft Surveillance in Renal Transplant Recipients.,0.17282848,,,,,
500,NCT03764124,35071266,A Prospective Multicenter Trial to Evaluate Urinary Metabolomics for Non-invasive Detection of Renal Allograft Rejection (PARASOL): Study Protocol and Patient Recruitment.,0.069452977,,,,,
501,NCT03764124,33765036,Impact of deceased donor with acute kidney injury on subsequent kidney transplant outcomes-an ANZDATA registry analysis.,0.149723752,,,,,
502,NCT03764124,26371598,The Dutch Transplantation in Vasculitis (DUTRAVAS) Study: Outcome of Renal Transplantation in Antineutrophil Cytoplasmic Antibody-associated Glomerulonephritis.,0.076494077,,,,,
503,NCT03764124,34923958,Improve in-depth immunological risk assessment to optimize genetic-compatibility and clinical outcomes in child and adolescent recipients of parental donor kidney transplants: protocol for the INCEPTION study.,0.197011621,,,,,
504,NCT03759483,27769326,Topographic profile of choroid in eyes after acute primary angle-closure.,0.136506253,,,,,
505,NCT03759483,30286740,Automatic differentiation of Glaucoma visual field from non-glaucoma visual filed using deep convolutional neural network.,0.079357208,,,,,
506,NCT03759483,30286740,Automatic differentiation of Glaucoma visual field from non-glaucoma visual filed using deep convolutional neural network.,0.079357208,,,,,
